id,organ_id,frequency,"name","created_at","updated_at","deleted_at"
10055,NULL,6,"ивлажни",NULL,NULL,NULL
10056,NULL,6,"игинек",NULL,NULL,NULL
10057,NULL,6,"иглезенни",NULL,NULL,NULL
10058,NULL,6,"извършената",NULL,NULL,NULL
10059,NULL,6,"издадено",NULL,NULL,NULL
10060,NULL,6,"изкачнване",NULL,NULL,NULL
10061,NULL,6,"изменеия",NULL,NULL,NULL
10062,NULL,6,"изшиадикус",NULL,NULL,NULL
10063,NULL,6,"илгавици",NULL,NULL,NULL
10064,NULL,6,"илеостомакорем",NULL,NULL,NULL
10065,NULL,6,"илио",NULL,NULL,NULL
10066,NULL,6,"имптоматика",NULL,NULL,NULL
10067,NULL,6,"инволютивни",NULL,NULL,NULL
10068,NULL,6,"ингвин",NULL,NULL,NULL
10069,NULL,6,"ингвиналния",NULL,NULL,NULL
10070,NULL,6,"инканцерация",NULL,NULL,NULL
10071,NULL,6,"инсталирана",NULL,NULL,NULL
10072,NULL,6,"интелектуален",NULL,NULL,NULL
10073,NULL,6,"интервал",NULL,NULL,NULL
10074,NULL,6,"интрефалангеални",NULL,NULL,NULL
10075,NULL,6,"инфилтративен",NULL,NULL,NULL
10076,NULL,6,"инфилтриран",NULL,NULL,NULL
10077,NULL,6,"информирана",NULL,NULL,NULL
10078,NULL,6,"инцизия",NULL,NULL,NULL
10079,NULL,6,"ипо",NULL,NULL,NULL
10080,NULL,6,"иподвижност",NULL,NULL,NULL
10081,NULL,6,"исубективни",NULL,NULL,NULL
10082,NULL,6,"ишиалгичен",NULL,NULL,NULL
10083,NULL,6,"каб",NULL,NULL,NULL
10084,NULL,6,"канадки",NULL,NULL,NULL
10085,NULL,6,"капсули",NULL,NULL,NULL
10086,NULL,6,"кар",NULL,NULL,NULL
10087,NULL,6,"кафеникаво",NULL,NULL,NULL
10088,NULL,6,"кафява",NULL,NULL,NULL
10089,NULL,6,"квадр",NULL,NULL,NULL
10090,NULL,6,"кератозни",NULL,NULL,NULL
10091,NULL,6,"керник",NULL,NULL,NULL
10092,NULL,6,"килограма",NULL,NULL,NULL
10093,NULL,6,"класически",NULL,NULL,NULL
10094,NULL,6,"клетка",NULL,NULL,NULL
10095,NULL,6,"клетки",NULL,NULL,NULL
10096,NULL,6,"клиничен",NULL,NULL,NULL
10097,NULL,6,"клод",NULL,NULL,NULL
10098,NULL,6,"ключица",NULL,NULL,NULL
10099,NULL,6,"кожната",NULL,NULL,NULL
10100,NULL,6,"коксартрозни",NULL,NULL,NULL
10101,NULL,6,"коктите",NULL,NULL,NULL
10102,NULL,6,"колони",NULL,NULL,NULL
10103,NULL,6,"колостомен",NULL,NULL,NULL
10104,NULL,6,"команди",NULL,NULL,NULL
10105,NULL,6,"компенсаторна",NULL,NULL,NULL
10106,NULL,6,"комуникативен",NULL,NULL,NULL
10107,NULL,6,"комуникационна",NULL,NULL,NULL
10108,NULL,6,"конктактна",NULL,NULL,NULL
10109,NULL,6,"консестенция",NULL,NULL,NULL
10110,NULL,6,"контролираочен",NULL,NULL,NULL
10111,NULL,6,"контролират",NULL,NULL,NULL
10112,NULL,6,"контузия",NULL,NULL,NULL
10113,NULL,6,"конфлуиращи",NULL,NULL,NULL
10114,NULL,6,"конщнктива",NULL,NULL,NULL
10115,NULL,6,"координационен",NULL,NULL,NULL
10116,NULL,6,"корамни",NULL,NULL,NULL
10117,NULL,6,"коресинусов",NULL,NULL,NULL
10118,NULL,6,"корката",NULL,NULL,NULL
10119,NULL,6,"косопад",NULL,NULL,NULL
10120,NULL,6,"костни",NULL,NULL,NULL
10121,NULL,6,"кошоперат",NULL,NULL,NULL
10122,NULL,6,"краиник",NULL,NULL,NULL
10123,NULL,6,"краиницидясностранна",NULL,NULL,NULL
10124,NULL,6,"крайнака",NULL,NULL,NULL
10125,NULL,6,"крайнич",NULL,NULL,NULL
10126,NULL,6,"кракаата",NULL,NULL,NULL
10127,NULL,6,"кракът",NULL,NULL,NULL
10128,NULL,6,"креатини",NULL,NULL,NULL
10129,NULL,6,"кремни",NULL,NULL,NULL
10130,NULL,6,"крепитациикор",NULL,NULL,NULL
10131,NULL,6,"кретинин",NULL,NULL,NULL
10132,NULL,6,"кръвното",NULL,NULL,NULL
10133,NULL,6,"кръст",NULL,NULL,NULL
10134,NULL,6,"кръстовата",NULL,NULL,NULL
10135,NULL,6,"кутис",NULL,NULL,NULL
10136,NULL,6,"лcor",NULL,NULL,NULL
10137,NULL,6,"лава",NULL,NULL,NULL
10138,NULL,6,"лапаротимия",NULL,NULL,NULL
10139,NULL,6,"ларингоскопия",NULL,NULL,NULL
10140,NULL,6,"латеро",NULL,NULL,NULL
10141,NULL,6,"лебедова",NULL,NULL,NULL
10142,NULL,6,"левкоплакия",NULL,NULL,NULL
10143,NULL,6,"левострнна",NULL,NULL,NULL
10144,NULL,6,"лекоприглуш",NULL,NULL,NULL
10145,NULL,6,"лексотан",NULL,NULL,NULL
10146,NULL,6,"лекуван",NULL,NULL,NULL
10147,NULL,6,"леталис",NULL,NULL,NULL
10148,NULL,6,"лещени",NULL,NULL,NULL
10149,NULL,6,"лещените",NULL,NULL,NULL
10150,NULL,6,"лигавициpulmo",NULL,NULL,NULL
10151,NULL,6,"лигавициочни",NULL,NULL,NULL
10152,NULL,6,"лигавиципулмо",NULL,NULL,NULL
10153,NULL,6,"лигавиците",NULL,NULL,NULL
10154,NULL,6,"лигавмици",NULL,NULL,NULL
10155,NULL,6,"лимфа",NULL,NULL,NULL
10156,NULL,6,"лимфните",NULL,NULL,NULL
10157,NULL,6,"лимфоаденомегалия",NULL,NULL,NULL
10158,NULL,6,"линеяалба",NULL,NULL,NULL
10159,NULL,6,"литнмична",NULL,NULL,NULL
10160,NULL,6,"лицетопулмо",NULL,NULL,NULL
10161,NULL,6,"лнлглипсва",NULL,NULL,NULL
10162,NULL,6,"логически",NULL,NULL,NULL
10163,NULL,6,"локалния",NULL,NULL,NULL
10164,NULL,6,"лош",NULL,NULL,NULL
10165,NULL,6,"лпсващо",NULL,NULL,NULL
10166,NULL,6,"лумбосакрална",NULL,NULL,NULL
10167,NULL,6,"ля",NULL,NULL,NULL
10168,NULL,6,"лявстило",NULL,NULL,NULL
10169,NULL,6,"мамектомиадекстра",NULL,NULL,NULL
10170,NULL,6,"мамектомияв",NULL,NULL,NULL
10171,NULL,6,"мамектомиям",NULL,NULL,NULL
10172,NULL,6,"маммае",NULL,NULL,NULL
10173,NULL,6,"мандибуларна",NULL,NULL,NULL
10174,NULL,6,"масектомирана",NULL,NULL,NULL
10175,NULL,6,"мастектом",NULL,NULL,NULL
10176,NULL,6,"мастопат",NULL,NULL,NULL
10177,NULL,6,"мезоастриума",NULL,NULL,NULL
10178,NULL,6,"мезосист",NULL,NULL,NULL
10179,NULL,6,"методика",NULL,NULL,NULL
10180,NULL,6,"мк",NULL,NULL,NULL
10181,NULL,6,"млечня",NULL,NULL,NULL
10182,NULL,6,"ммнgкорем",NULL,NULL,NULL
10183,NULL,6,"ммпнб",NULL,NULL,NULL
10184,NULL,6,"ммсе",NULL,NULL,NULL
10185,NULL,6,"множесво",NULL,NULL,NULL
10186,NULL,6,"мога",NULL,NULL,NULL
10187,NULL,6,"монотрункуларис",NULL,NULL,NULL
10188,NULL,6,"мръсно",NULL,NULL,NULL
10189,NULL,6,"мургаворозова",NULL,NULL,NULL
10190,NULL,6,"мускулатера",NULL,NULL,NULL
10191,NULL,6,"мускулно",NULL,NULL,NULL
10192,NULL,6,"мястогин",NULL,NULL,NULL
10193,NULL,6,"наблизо",NULL,NULL,NULL
10194,NULL,6,"набръчква",NULL,NULL,NULL
10195,NULL,6,"надблюдава",NULL,NULL,NULL
10196,NULL,6,"надигнати",NULL,NULL,NULL
10197,NULL,6,"надигнато",NULL,NULL,NULL
10198,NULL,6,"надлъжния",NULL,NULL,NULL
10199,NULL,6,"надпубисно",NULL,NULL,NULL
10200,NULL,6,"назолаб",NULL,NULL,NULL
10201,NULL,6,"налобени",NULL,NULL,NULL
10202,NULL,6,"наложен",NULL,NULL,NULL
10203,NULL,6,"налява",NULL,NULL,NULL
10204,NULL,6,"намалевн",NULL,NULL,NULL
10205,NULL,6,"напипване",NULL,NULL,NULL
10206,NULL,6,"направене",NULL,NULL,NULL
10207,NULL,6,"напреднал",NULL,NULL,NULL
10208,NULL,6,"нарешин",NULL,NULL,NULL
10209,NULL,6,"наруш",NULL,NULL,NULL
10210,NULL,6,"нашийните",NULL,NULL,NULL
10211,NULL,6,"наълнен",NULL,NULL,NULL
10212,NULL,6,"нвидими",NULL,NULL,NULL
10213,NULL,6,"нвр",NULL,NULL,NULL
10214,NULL,6,"неболезнеин",NULL,NULL,NULL
10215,NULL,6,"неболезнензапазена",NULL,NULL,NULL
10216,NULL,6,"неболезненн",NULL,NULL,NULL
10217,NULL,6,"недостъпен",NULL,NULL,NULL
10218,NULL,6,"незвърливи",NULL,NULL,NULL
10219,NULL,6,"неизследвано",NULL,NULL,NULL
10220,NULL,6,"нелатонов",NULL,NULL,NULL
10221,NULL,6,"непрекъснато",NULL,NULL,NULL
10222,NULL,6,"непромена",NULL,NULL,NULL
10223,NULL,6,"неработоспособност",NULL,NULL,NULL
10224,NULL,6,"нервите",NULL,NULL,NULL
10225,NULL,6,"несметена",NULL,NULL,NULL
10226,NULL,6,"несмутени",NULL,NULL,NULL
10227,NULL,6,"несрастнало",NULL,NULL,NULL
10228,NULL,6,"неувеличенал",NULL,NULL,NULL
10229,NULL,6,"неувеличениsucc",NULL,NULL,NULL
10230,NULL,6,"неувеличенневрологичен",NULL,NULL,NULL
10231,NULL,6,"неужеличен",NULL,NULL,NULL
10232,NULL,6,"неуточнени",NULL,NULL,NULL
10233,NULL,6,"нефректомирлан",NULL,NULL,NULL
10234,NULL,6,"нийно",NULL,NULL,NULL
10235,NULL,6,"никтурия",NULL,NULL,NULL
10236,NULL,6,"ници",NULL,NULL,NULL
10237,NULL,6,"нмалена",NULL,NULL,NULL
10238,NULL,6,"новата",NULL,NULL,NULL
10239,NULL,6,"нормалнаплв",NULL,NULL,NULL
10240,NULL,6,"нормалнидискоординационен",NULL,NULL,NULL
10241,NULL,6,"нормаплв",NULL,NULL,NULL
10242,NULL,6,"нормаритм",NULL,NULL,NULL
10243,NULL,6,"нормзрение",NULL,NULL,NULL
10244,NULL,6,"нормостенична",NULL,NULL,NULL
10245,NULL,6,"нормотимен",NULL,NULL,NULL
10246,NULL,6,"нрп",NULL,NULL,NULL
10247,NULL,6,"нсгп",NULL,NULL,NULL
10248,NULL,6,"нужда",NULL,NULL,NULL
10249,NULL,6,"нуклеокортикални",NULL,NULL,NULL
10250,NULL,6,"обледа",NULL,NULL,NULL
10251,NULL,6,"обучениерулмо",NULL,NULL,NULL
10252,NULL,6,"объркан",NULL,NULL,NULL
10253,NULL,6,"огнянова",NULL,NULL,NULL
10254,NULL,6,"огок",NULL,NULL,NULL
10255,NULL,6,"окоpulmo",NULL,NULL,NULL
10256,NULL,6,"олг",NULL,NULL,NULL
10257,NULL,6,"олигурия",NULL,NULL,NULL
10258,NULL,6,"олипсва",NULL,NULL,NULL
10259,NULL,6,"омл",NULL,NULL,NULL
10260,NULL,6,"онамалени",NULL,NULL,NULL
10261,NULL,6,"ониходистрофия",NULL,NULL,NULL
10262,NULL,6,"оод",NULL,NULL,NULL
10263,NULL,6,"оператвните",NULL,NULL,NULL
10264,NULL,6,"оперативон",NULL,NULL,NULL
10265,NULL,6,"оператичен",NULL,NULL,NULL
10266,NULL,6,"опертивевна",NULL,NULL,NULL
10267,NULL,6,"опертивноа",NULL,NULL,NULL
10268,NULL,6,"опип",NULL,NULL,NULL
10269,NULL,6,"описания",NULL,NULL,NULL
10270,NULL,6,"оплакванията",NULL,NULL,NULL
10271,NULL,6,"ориентиране",NULL,NULL,NULL
10272,NULL,6,"ориентиранкожа",NULL,NULL,NULL
10273,NULL,6,"осекстрасистоли",NULL,NULL,NULL
10274,NULL,6,"оснперкуторен",NULL,NULL,NULL
10275,NULL,6,"осонвите",NULL,NULL,NULL
10276,NULL,6,"остават",NULL,NULL,NULL
10277,NULL,6,"остеоатроза",NULL,NULL,NULL
10278,NULL,6,"остеоатрозни",NULL,NULL,NULL
10279,NULL,6,"остеомиелит",NULL,NULL,NULL
10280,NULL,6,"остеопоротичен",NULL,NULL,NULL
10281,NULL,6,"остеопоротчни",NULL,NULL,NULL
10282,NULL,6,"остро",NULL,NULL,NULL
10283,NULL,6,"осули",NULL,NULL,NULL
10284,NULL,6,"осъществен",NULL,NULL,NULL
10285,NULL,6,"оталмолог",NULL,NULL,NULL
10286,NULL,6,"отдената",NULL,NULL,NULL
10287,NULL,6,"отоневрологичен",NULL,NULL,NULL
10288,NULL,6,"отоцизапазеи",NULL,NULL,NULL
10289,NULL,6,"отоцо",NULL,NULL,NULL
10290,NULL,6,"оточти",NULL,NULL,NULL
10291,NULL,6,"отслебин",NULL,NULL,NULL
10292,NULL,6,"отчитат",NULL,NULL,NULL
10293,NULL,6,"офт",NULL,NULL,NULL
10294,NULL,6,"офталомолог",NULL,NULL,NULL
10295,NULL,6,"охепар",NULL,NULL,NULL
10296,NULL,6,"охлузвания",NULL,NULL,NULL
10297,NULL,6,"оцватка",NULL,NULL,NULL
10298,NULL,6,"оцветино",NULL,NULL,NULL
10299,NULL,6,"палпатолна",NULL,NULL,NULL
10300,NULL,6,"палпатор",NULL,NULL,NULL
10301,NULL,6,"папулоеритематозна",NULL,NULL,NULL
10302,NULL,6,"парамал",NULL,NULL,NULL
10303,NULL,6,"паркинсоно",NULL,NULL,NULL
10304,NULL,6,"пас",NULL,NULL,NULL
10305,NULL,6,"паул",NULL,NULL,NULL
10306,NULL,6,"пациенката",NULL,NULL,NULL
10307,NULL,6,"пдбб",NULL,NULL,NULL
10308,NULL,6,"пейсирана",NULL,NULL,NULL
10309,NULL,6,"периени",NULL,NULL,NULL
10310,NULL,6,"перималеоларен",NULL,NULL,NULL
10311,NULL,6,"перитонеарно",NULL,NULL,NULL
10312,NULL,6,"перкутанна",NULL,NULL,NULL
10313,NULL,6,"перловиден",NULL,NULL,NULL
10314,NULL,6,"петър",NULL,NULL,NULL
10315,NULL,6,"пигм",NULL,NULL,NULL
10316,NULL,6,"пигментен",NULL,NULL,NULL
10317,NULL,6,"пие",NULL,NULL,NULL
10318,NULL,6,"пикочнополова",NULL,NULL,NULL
10319,NULL,6,"пикучен",NULL,NULL,NULL
10320,NULL,6,"пилмо",NULL,NULL,NULL
10321,NULL,6,"писх",NULL,NULL,NULL
10322,NULL,6,"пк",NULL,NULL,NULL
10323,NULL,6,"плаквания",NULL,NULL,NULL
10324,NULL,6,"плеврата",NULL,NULL,NULL
10325,NULL,6,"плегиопареза",NULL,NULL,NULL
10326,NULL,6,"повърхноост",NULL,NULL,NULL
10327,NULL,6,"подбедрениците",NULL,NULL,NULL
10328,NULL,6,"подбедрицитеоточност",NULL,NULL,NULL
10329,NULL,6,"подвижностдвустранно",NULL,NULL,NULL
10330,NULL,6,"подколинница",NULL,NULL,NULL
10331,NULL,6,"подпряна",NULL,NULL,NULL
10332,NULL,6,"подпухналост",NULL,NULL,NULL
10333,NULL,6,"подреберена",NULL,NULL,NULL
10334,NULL,6,"позитивен",NULL,NULL,NULL
10335,NULL,6,"показалечна",NULL,NULL,NULL
10336,NULL,6,"полвина",NULL,NULL,NULL
10337,NULL,6,"положит",NULL,NULL,NULL
10338,NULL,6,"помени",NULL,NULL,NULL
10339,NULL,6,"помътнена",NULL,NULL,NULL
10340,NULL,6,"помътнявания",NULL,NULL,NULL
10341,NULL,6,"поредна",NULL,NULL,NULL
10342,NULL,6,"постоперац",NULL,NULL,NULL
10343,NULL,6,"потологична",NULL,NULL,NULL
10344,NULL,6,"похода",NULL,NULL,NULL
10345,NULL,6,"пояасно",NULL,NULL,NULL
10346,NULL,6,"право",NULL,NULL,NULL
10347,NULL,6,"практически",NULL,NULL,NULL
10348,NULL,6,"преграда",NULL,NULL,NULL
10349,NULL,6,"предимна",NULL,NULL,NULL
10350,NULL,6,"предмишници",NULL,NULL,NULL
10351,NULL,6,"представяне",NULL,NULL,NULL
10352,NULL,6,"прекъснал",NULL,NULL,NULL
10353,NULL,6,"пресипнал",NULL,NULL,NULL
10354,NULL,6,"престилка",NULL,NULL,NULL
10355,NULL,6,"претиални",NULL,NULL,NULL
10356,NULL,6,"приемала",NULL,NULL,NULL
10357,NULL,6,"прилаганата",NULL,NULL,NULL
10358,NULL,6,"прйснати",NULL,NULL,NULL
10359,NULL,6,"променилепсва",NULL,NULL,NULL
10360,NULL,6,"променипромени",NULL,NULL,NULL
10361,NULL,6,"просвиркващи",NULL,NULL,NULL
10362,NULL,6,"простатната",NULL,NULL,NULL
10363,NULL,6,"протичане",NULL,NULL,NULL
10364,NULL,6,"прото",NULL,NULL,NULL
10365,NULL,6,"протомезосистоличен",NULL,NULL,NULL
10366,NULL,6,"профи",NULL,NULL,NULL
10367,NULL,6,"проходима",NULL,NULL,NULL
10368,NULL,6,"псифически",NULL,NULL,NULL
10369,NULL,6,"психомот",NULL,NULL,NULL
10370,NULL,6,"психомотор",NULL,NULL,NULL
10371,NULL,6,"пстьпалонпр",NULL,NULL,NULL
10372,NULL,6,"птеригиум",NULL,NULL,NULL
10373,NULL,6,"пубертета",NULL,NULL,NULL
10374,NULL,6,"пулпектомиам",NULL,NULL,NULL
10375,NULL,6,"пункт",NULL,NULL,NULL
10376,NULL,6,"първична",NULL,NULL,NULL
10377,NULL,6,"първото",NULL,NULL,NULL
10378,NULL,6,"развитиеглава",NULL,NULL,NULL
10379,NULL,6,"разкрачване",NULL,NULL,NULL
10380,NULL,6,"разнокал",NULL,NULL,NULL
10381,NULL,6,"разнокалибренни",NULL,NULL,NULL
10382,NULL,6,"разова",NULL,NULL,NULL
10383,NULL,6,"разполжение",NULL,NULL,NULL
10384,NULL,6,"разрези",NULL,NULL,NULL
10385,NULL,6,"разстящо",NULL,NULL,NULL
10386,NULL,6,"разязвено",NULL,NULL,NULL
10387,NULL,6,"раналис",NULL,NULL,NULL
10388,NULL,6,"ранните",NULL,NULL,NULL
10389,NULL,6,"растояние",NULL,NULL,NULL
10390,NULL,6,"реберена",NULL,NULL,NULL
10391,NULL,6,"ребренна",NULL,NULL,NULL
10392,NULL,6,"резвита",NULL,NULL,NULL
10393,NULL,6,"резекциол",NULL,NULL,NULL
10394,NULL,6,"резмери",NULL,NULL,NULL
10395,NULL,6,"репонираща",NULL,NULL,NULL
10396,NULL,6,"респираторан",NULL,NULL,NULL
10397,NULL,6,"респирацията",NULL,NULL,NULL
10398,NULL,6,"рестриктивен",NULL,NULL,NULL
10399,NULL,6,"рефклекси",NULL,NULL,NULL
10400,NULL,6,"рефлкс",NULL,NULL,NULL
10401,NULL,6,"рефр",NULL,NULL,NULL
10402,NULL,6,"рецидивиращо",NULL,NULL,NULL
10403,NULL,6,"ритми",NULL,NULL,NULL
10404,NULL,6,"риттъм",NULL,NULL,NULL
10405,NULL,6,"рлс",NULL,NULL,NULL
10406,NULL,6,"роднините",NULL,NULL,NULL
10407,NULL,6,"розовадишане",NULL,NULL,NULL
10408,NULL,6,"розовиафебрилен",NULL,NULL,NULL
10409,NULL,6,"ролкащ",NULL,NULL,NULL
10410,NULL,6,"ромб",NULL,NULL,NULL
10411,NULL,6,"ромбергуростома",NULL,NULL,NULL
10412,NULL,6,"рсдrr",NULL,NULL,NULL
10413,NULL,6,"русинова",NULL,NULL,NULL
10414,NULL,6,"ръцекорем",NULL,NULL,NULL
10415,NULL,6,"садоволително",NULL,NULL,NULL
10416,NULL,6,"самоконтролпериферни",NULL,NULL,NULL
10417,NULL,6,"самолчиност",NULL,NULL,NULL
10418,NULL,6,"сва",NULL,NULL,NULL
10419,NULL,6,"свален",NULL,NULL,NULL
10420,NULL,6,"свалени",NULL,NULL,NULL
10421,NULL,6,"свръхценна",NULL,NULL,NULL
10422,NULL,6,"свързана",NULL,NULL,NULL
10423,NULL,6,"свързано",NULL,NULL,NULL
10424,NULL,6,"сгк",NULL,NULL,NULL
10425,NULL,6,"сдтени",NULL,NULL,NULL
10426,NULL,6,"сегменти",NULL,NULL,NULL
10427,NULL,6,"секторалисквадранти",NULL,NULL,NULL
10428,NULL,6,"сензорнаафазия",NULL,NULL,NULL
10429,NULL,6,"сестра",NULL,NULL,NULL
10430,NULL,6,"сзп",NULL,NULL,NULL
10431,NULL,6,"сигмоидалис",NULL,NULL,NULL
10432,NULL,6,"симизата",NULL,NULL,NULL
10433,NULL,6,"симртоматика",NULL,NULL,NULL
10434,NULL,6,"синдромvod",NULL,NULL,NULL
10435,NULL,6,"синовиит",NULL,NULL,NULL
10436,NULL,6,"синовит",NULL,NULL,NULL
10437,NULL,6,"синусите",NULL,NULL,NULL
10438,NULL,6,"систолий",NULL,NULL,NULL
10439,NULL,6,"систолин",NULL,NULL,NULL
10440,NULL,6,"склеродермия",NULL,NULL,NULL
10441,NULL,6,"скротум",NULL,NULL,NULL
10442,NULL,6,"скърцащи",NULL,NULL,NULL
10443,NULL,6,"скъсееви",NULL,NULL,NULL
10444,NULL,6,"скъсена",NULL,NULL,NULL
10445,NULL,6,"слабонабелязани",NULL,NULL,NULL
10446,NULL,6,"сламеножълт",NULL,NULL,NULL
10447,NULL,6,"следоп",NULL,NULL,NULL
10448,NULL,6,"слузести",NULL,NULL,NULL
10449,NULL,6,"сляп",NULL,NULL,NULL
10450,NULL,6,"смутено",NULL,NULL,NULL
10451,NULL,6,"соб",NULL,NULL,NULL
10452,NULL,6,"собствената",NULL,NULL,NULL
10453,NULL,6,"сонор",NULL,NULL,NULL
10454,NULL,6,"софия",NULL,NULL,NULL
10455,NULL,6,"спастични",NULL,NULL,NULL
10456,NULL,6,"спешна",NULL,NULL,NULL
10457,NULL,6,"спокойнопулмо",NULL,NULL,NULL
10458,NULL,6,"спонтанен",NULL,NULL,NULL
10459,NULL,6,"ссд",NULL,NULL,NULL
10460,NULL,6,"сссистема",NULL,NULL,NULL
10461,NULL,6,"ставна",NULL,NULL,NULL
10462,NULL,6,"ставната",NULL,NULL,NULL
10463,NULL,6,"ставния",NULL,NULL,NULL
10464,NULL,6,"стама",NULL,NULL,NULL
10465,NULL,6,"старчески",NULL,NULL,NULL
10466,NULL,6,"статуспулмо",NULL,NULL,NULL
10467,NULL,6,"статусът",NULL,NULL,NULL
10468,NULL,6,"стбез",NULL,NULL,NULL
10469,NULL,6,"стенибез",NULL,NULL,NULL
10470,NULL,6,"стент",NULL,NULL,NULL
10471,NULL,6,"стерилна",NULL,NULL,NULL
10472,NULL,6,"струмектомирана",NULL,NULL,NULL
10473,NULL,6,"студенина",NULL,NULL,NULL
10474,NULL,6,"субфибрилитет",NULL,NULL,NULL
10475,NULL,6,"супериорис",NULL,NULL,NULL
10476,NULL,6,"супрапателарната",NULL,NULL,NULL
10477,NULL,6,"суск",NULL,NULL,NULL
10478,NULL,6,"сутрин",NULL,NULL,NULL
10479,NULL,6,"сцел",NULL,NULL,NULL
10480,NULL,6,"сърбежредуване",NULL,NULL,NULL
10481,NULL,6,"сърдечн",NULL,NULL,NULL
10482,NULL,6,"съседни",NULL,NULL,NULL
10483,NULL,6,"състк",NULL,NULL,NULL
10484,NULL,6,"състояниебял",NULL,NULL,NULL
10485,NULL,6,"сьмнение",NULL,NULL,NULL
10486,NULL,6,"сьр",NULL,NULL,NULL
10487,NULL,6,"сьщите",NULL,NULL,NULL
10488,NULL,6,"такън",NULL,NULL,NULL
10489,NULL,6,"талона",NULL,NULL,NULL
10490,NULL,6,"тбсограничени",NULL,NULL,NULL
10491,NULL,6,"тбстава",NULL,NULL,NULL
10492,NULL,6,"телесното",NULL,NULL,NULL
10493,NULL,6,"темпоралис",NULL,NULL,NULL
10494,NULL,6,"тенденция",NULL,NULL,NULL
10495,NULL,6,"тестовата",NULL,NULL,NULL
10496,NULL,6,"тибиале",NULL,NULL,NULL
10497,NULL,6,"тимпаничен",NULL,NULL,NULL
10498,NULL,6,"тиреодиктомия",NULL,NULL,NULL
10499,NULL,6,"тлипсват",NULL,NULL,NULL
10500,NULL,6,"тогава",NULL,NULL,NULL
10501,NULL,6,"тодорова",NULL,NULL,NULL
10502,NULL,6,"тонrr",NULL,NULL,NULL
10503,NULL,6,"тоновеподута",NULL,NULL,NULL
10504,NULL,6,"тоновечистислед",NULL,NULL,NULL
10505,NULL,6,"тоновечисто",NULL,NULL,NULL
10506,NULL,6,"топьл",NULL,NULL,NULL
10507,NULL,6,"трахеотония",NULL,NULL,NULL
10508,NULL,6,"трвевожна",NULL,NULL,NULL
10509,NULL,6,"тревожнавибрационна",NULL,NULL,NULL
10510,NULL,6,"треска",NULL,NULL,NULL
10511,NULL,6,"тромбофлебин",NULL,NULL,NULL
10512,NULL,6,"трудноподвижна",NULL,NULL,NULL
10513,NULL,6,"тъжен",NULL,NULL,NULL
10514,NULL,6,"увелиличени",NULL,NULL,NULL
10515,NULL,6,"увеличеналеки",NULL,NULL,NULL
10516,NULL,6,"увредена",NULL,NULL,NULL
10517,NULL,6,"уголемни",NULL,NULL,NULL
10518,NULL,6,"уголечени",NULL,NULL,NULL
10519,NULL,6,"удължена",NULL,NULL,NULL
10520,NULL,6,"удържен",NULL,NULL,NULL
10521,NULL,6,"ук",NULL,NULL,NULL
10522,NULL,6,"урологични",NULL,NULL,NULL
10523,NULL,6,"усирени",NULL,NULL,NULL
10524,NULL,6,"усложнена",NULL,NULL,NULL
10525,NULL,6,"устан",NULL,NULL,NULL
10526,NULL,6,"установиха",NULL,NULL,NULL
10527,NULL,6,"устния",NULL,NULL,NULL
10528,NULL,6,"устойчиво",NULL,NULL,NULL
10529,NULL,6,"уточнение",NULL,NULL,NULL
10530,NULL,6,"ушната",NULL,NULL,NULL
10531,NULL,6,"фармации",NULL,NULL,NULL
10532,NULL,6,"фебрилни",NULL,NULL,NULL
10533,NULL,6,"феномендвустранно",NULL,NULL,NULL
10534,NULL,6,"физикално",NULL,NULL,NULL
10535,NULL,6,"флебитис",NULL,NULL,NULL
10536,NULL,6,"фолиев",NULL,NULL,NULL
10537,NULL,6,"формиращ",NULL,NULL,NULL
10538,NULL,6,"фракт",NULL,NULL,NULL
10539,NULL,6,"фронталис",NULL,NULL,NULL
10540,NULL,6,"хабитуслеко",NULL,NULL,NULL
10541,NULL,6,"характерна",NULL,NULL,NULL
10542,NULL,6,"хдм",NULL,NULL,NULL
10543,NULL,6,"хематолог",NULL,NULL,NULL
10544,NULL,6,"хемипаретична",NULL,NULL,NULL
10545,NULL,6,"хемориди",NULL,NULL,NULL
10546,NULL,6,"хемороид",NULL,NULL,NULL
10547,NULL,6,"херниякорем",NULL,NULL,NULL
10548,NULL,6,"херпангина",NULL,NULL,NULL
10549,NULL,6,"хипербуличен",NULL,NULL,NULL
10550,NULL,6,"хипермирана",NULL,NULL,NULL
10551,NULL,6,"хиперпатичен",NULL,NULL,NULL
10552,NULL,6,"хипертонично",NULL,NULL,NULL
10553,NULL,6,"хипестезий",NULL,NULL,NULL
10554,NULL,6,"хипиримиран",NULL,NULL,NULL
10555,NULL,6,"хипобрадикинетична",NULL,NULL,NULL
10556,NULL,6,"хипоехогенен",NULL,NULL,NULL
10557,NULL,6,"хиппестезия",NULL,NULL,NULL
10558,NULL,6,"хирпове",NULL,NULL,NULL
10559,NULL,6,"хлътнала",NULL,NULL,NULL
10560,NULL,6,"хол",NULL,NULL,NULL
10561,NULL,6,"холосистол",NULL,NULL,NULL
10562,NULL,6,"хормонотерапията",NULL,NULL,NULL
10563,NULL,6,"хормофр",NULL,NULL,NULL
10564,NULL,6,"хринове",NULL,NULL,NULL
10565,NULL,6,"хриповемлечни",NULL,NULL,NULL
